x,z
124.09390258789062,-406.0412902832031
124.10095977783203,-406.0469665527344
124.18814849853516,-406.1170349121094
124.39618682861328,-406.2842712402344
124.94832611083984,-406.7281188964844
126.2607650756836,-407.78314208984375
129.11074829101562,-410.0741882324219
134.09518432617188,-414.0812072753906
140.3094482421875,-419.0770568847656
141.81332397460938,-420.2862548828125
143.04441833496094,-421.2760925292969
144.41297912597656,-422.3764343261719
145.7822723388672,-423.477294921875
147.15231323242188,-424.57867431640625
148.5231170654297,-425.6805419921875
149.89466857910156,-426.7828674316406
151.12973022460938,-427.7753601074219
152.5027313232422,-428.8785705566406
153.8765106201172,-429.9822692871094
155.25103759765625,-431.08642578125
156.62632751464844,-432.1910400390625
158.0023651123047,-433.296142578125
159.37913513183594,-434.4017333984375
160.7566375732422,-435.5078125
162.13485717773438,-436.6144104003906
163.51376342773438,-437.7215270996094
164.8933563232422,-438.8291931152344
166.27362060546875,-439.9374084472656
167.65452575683594,-441.04620361328125
169.0360565185547,-442.1556091308594
170.41822814941406,-443.2655944824219
171.80104064941406,-444.37615966796875
173.18446350097656,-445.4873352050781
174.4300994873047,-446.4878845214844
175.81472778320312,-447.60015869140625
177.1999969482422,-448.7129821777344
178.58592224121094,-449.8263854980469
179.97250366210938,-450.9403076171875
181.35975646972656,-452.0547790527344
182.74766540527344,-453.16973876953125
183.9973907470703,-454.1736145019531
185.38661193847656,-455.28948974609375
186.77655029296875,-456.4058532714844
188.1671600341797,-457.5226745605469
189.55845642089844,-458.63995361328125
190.950439453125,-459.7577209472656
192.20379638671875,-460.7641296386719
193.5970458984375,-461.8827819824219
194.85154724121094,-462.8899841308594
196.24607849121094,-464.0095520019531
197.64126586914062,-465.12957763671875
199.037109375,-466.2500915527344
200.43362426757812,-467.3710632324219
201.83079528808594,-468.4924621582031
203.08883666992188,-469.50213623046875
204.48728942871094,-470.6243896484375
205.8864288330078,-471.7470397949219
207.14625549316406,-472.7577819824219
208.54673767089844,-473.88116455078125
209.9479217529297,-475.00494384765625
211.20960998535156,-476.0166320800781
212.61215209960938,-477.1410827636719
214.01539611816406,-478.2658996582031
215.41932678222656,-479.39111328125
216.96446228027344,-480.6292419433594
218.22927856445312,-481.6426086425781
219.63525390625,-482.7689208984375
221.04190063476562,-483.8956604003906
222.44918823242188,-485.0228271484375
223.71627807617188,-486.0376281738281
225.12474060058594,-487.16558837890625
226.53378295898438,-488.2940368652344
227.9434051513672,-489.4229736328125
229.21253967285156,-490.4394226074219
230.62322998046875,-491.5693054199219
232.03445434570312,-492.6996765136719
233.3050079345703,-493.71746826171875
234.7172393798828,-494.8488464355469
236.1300048828125,-495.980712890625
237.5432891845703,-497.11309814453125
238.95712280273438,-498.2459716796875
240.23001098632812,-499.2659912109375
241.6448516845703,-500.3998107910156
243.06024169921875,-501.5340881347656
244.47618103027344,-502.6688537597656
245.8926544189453,-503.8040771484375
247.30967712402344,-504.93975830078125
248.58547973632812,-505.9622497558594
250.00355529785156,-507.0987548828125
251.28030395507812,-508.1219787597656
252.69944763183594,-509.2593078613281
254.119140625,-510.3970642089844
255.53939819335938,-511.5352478027344
256.8180847167969,-512.5599975585938
258.2394104003906,-513.6989135742188
259.51904296875,-514.724365234375
260.94140625,-515.8641357421875
262.2220153808594,-516.8902587890625
263.6454162597656,-518.03076171875
264.9269714355469,-519.0575561523438
266.2089538574219,-520.0846557617188
267.6339416503906,-521.226318359375
268.9168701171875,-522.2540893554688
270.3428955078125,-523.3964233398438
271.62640380859375,-524.424560546875
273.0517578125,-525.5662841796875
274.3338928222656,-526.59326171875
275.7576904296875,-527.7337646484375
277.1806335449219,-528.87353515625
278.4605407714844,-529.8988037109375
279.7397155761719,-530.923583984375
281.0181884765625,-531.9478759765625
282.43780517578125,-533.08544921875
283.7143249511719,-534.1085815429688
284.9901123046875,-535.1312866210938
286.26605224609375,-536.1544189453125
287.6841735839844,-537.2918701171875
288.9607849121094,-538.316162109375
290.2375793457031,-539.3408813476562
291.51458740234375,-540.3661499023438
292.7917785644531,-541.391845703125
294.06915283203125,-542.41796875
295.34674072265625,-543.4446411132812
296.62457275390625,-544.4717407226562
297.9026794433594,-545.4993286132812
299.1810607910156,-546.52734375
300.4597473144531,-547.5557861328125
301.7387390136719,-548.584716796875
303.01806640625,-549.614013671875
304.2976989746094,-550.643798828125
305.57763671875,-551.6739501953125
306.85791015625,-552.70458984375
308.138427734375,-553.7356567382812
309.5615234375,-554.8817749023438
310.9848937988281,-556.0284423828125
312.5508728027344,-557.2904663085938
313.8323974609375,-558.3235473632812
315.1141357421875,-559.3571166992188
316.39605712890625,-560.3911743164062
317.6782531738281,-561.4256591796875
318.960693359375,-562.4606323242188
320.6709899902344,-563.8412475585938
322.2392272949219,-565.1074829101562
323.5226745605469,-566.1439208984375
324.80645751953125,-567.1807250976562
326.090576171875,-568.2178955078125
327.37506103515625,-569.2553100585938
328.659912109375,-570.2930908203125
329.9451904296875,-571.3311157226562
331.5166015625,-572.6001586914062
332.802734375,-573.6387939453125
334.08929443359375,-574.6776733398438
335.3762512207031,-575.7168579101562
336.6636047363281,-576.7562866210938
337.95135498046875,-577.7959594726562
339.52581787109375,-579.0670776367188
340.8144226074219,-580.1073608398438
342.1034240722656,-581.14794921875
343.3927917480469,-582.1888427734375
344.6825256347656,-583.2301025390625
345.9726257324219,-584.2716064453125
347.54986572265625,-585.5450439453125
348.98419189453125,-586.703125
350.5624084472656,-587.9774780273438
351.85406494140625,-589.0205688476562
353.4331970214844,-590.2958984375
354.7255859375,-591.3397216796875
356.018310546875,-592.3839111328125
357.5987854003906,-593.6605834960938
358.8922424316406,-594.70556640625
360.1860656738281,-595.7508544921875
361.7678527832031,-597.0289306640625
363.06243896484375,-598.0750122070312
364.35736083984375,-599.1213989257812
365.9405517578125,-600.4007568359375
367.23626708984375,-601.4478759765625
368.8204040527344,-602.7281494140625
370.40509033203125,-604.0089111328125
371.7020568847656,-605.0571899414062
372.9993896484375,-606.1057739257812
374.58551025390625,-607.3878173828125
376.1721496582031,-608.6703491210938
377.7593688964844,-609.9534301757812
379.3471374511719,-611.2369384765625
380.6466064453125,-612.2874755859375
382.2353515625,-613.5718994140625
383.82464599609375,-614.8568725585938
385.4144287109375,-616.142333984375
386.86016845703125,-617.3113403320312
